CID,BDATE,GEN
NASAW00011776,31-12-1978,Male
NASAW00011777,21-01-1978,Female
NASAW00011778,17-09-1976,Female
NASAW00011779,15-01-1977,Female
NASAW00011780,19-05-1977,Female
NASAW00011781,06-09-1976,Male
NASAW00011782,13-03-1982,Female
NASAW00011783,13-11-1982,Female
NASAW00011784,18-06-1978,Male
NASAW00011785,21-02-1983,Male
NASAW00011786,13-03-1978,Male
NASAW00011787,05-03-1978,Male
NASAW00011788,18-08-1977,Female
NASAW00011789,16-02-1981,Female
NASAW00011790,17-05-1981,Male
NASAW00011791,19-10-1975,Male
NASAW00011792,24-11-1974,Female
NASAW00011793,16-03-1980,Male
NASAW00011794,01-05-1975,Female
NASAW00011795,15-08-1974,Female
NASAW00011796,03-08-1985,Female
NASAW00011797,03-03-1980,Male
NASAW00011798,12-08-1974,Male
NASAW00011799,09-09-1980,Male
NASAW00011800,07-05-1975,Female
NASAW00011801,16-03-1975,Male
NASAW00011802,05-02-1977,Female
NASAW00011803,11-03-1977,Female
NASAW00011804,15-10-1976,Female
NASAW00011805,08-09-1976,Male
NASAW00011806,06-08-1982,Female
NASAW00011807,03-03-1977,Male
NASAW00011808,10-10-1974,Male
NASAW00011809,01-07-1973,Male
NASAW00011810,03-01-1978,Male
NASAW00011811,11-06-1978,Female
NASAW00011812,21-03-1973,Male
NASAW00011813,11-05-1973,Female
NASAW00011814,05-01-1976,Male
NASAW00011815,20-04-1981,Female
NASAW00011816,19-10-1981,Male
NASAW00011817,23-11-1981,Female
NASAW00011818,20-10-1975,Male
NASAW00011819,08-04-1973,Male
NASAW00011820,22-08-1977,Female
NASAW00011821,13-10-1971,Male
NASAW00011822,11-12-1971,Female
NASAW00011823,20-10-1977,Female
NASAW00011824,03-10-1977,Female
NASAW00011825,15-11-1971,Female
NASAW00011826,15-08-1971,Female
NASAW00011827,16-09-1980,Female
NASAW00011828,04-06-1980,Female
NASAW00011829,02-05-1975,Female
NASAW00011830,15-07-1974,Female
NASAW00011831,24-05-1975,Male
NASAW00011832,01-04-1976,Female
NASAW00011833,16-01-1982,Male
NASAW00011834,20-04-1982,M
NASAW00011835,17-12-1970,Male
NASAW00011836,25-10-1970,M
NASAW00011837,05-08-1976,F
NASAW00011838,09-08-1970,Male
NASAW00011839,21-07-1976,Male
NASAW00011840,13-05-1976,Male
NASAW00011841,13-09-1969,Male
NASAW00011842,03-04-1970,Male
NASAW00011843,08-11-1975,Female
NASAW00011844,06-10-1969,Female
NASAW00011845,15-02-1930,Female
NASAW00011846,13-12-1969,Female
NASAW00011847,31-05-1970,Female
NASAW00011848,24-02-1975,Male
NASAW00011849,13-03-1970,Female
NASAW00011850,16-09-1980,Female
NASAW00011851,07-03-1969,Female
NASAW00011852,23-04-1969,Male
NASAW00011853,15-11-1979,Female
NASAW00011854,16-10-1973,Male
NASAW00011855,09-08-1974,Male
NASAW00011856,13-02-1969,Male
NASAW00011857,08-03-1974,Female
NASAW00011858,05-06-1968,Male
NASAW00011859,08-03-1968,Male
NASAW00011860,09-07-1967,Female
NASAW00011861,22-10-1967,Female
NASAW00011862,11-09-1972,Female
NASAW00011863,10-04-1967,Female
NASAW00011864,06-03-1967,Female
NASAW00011865,06-08-1966,Female
NASAW00011866,30-12-1966,Male
NASAW00011867,21-04-1971,Male
NASAW00011868,31-01-1973,Female
NASAW00011869,01-05-1984,Female
NASAW00011870,10-07-1978,Female
NASAW00011871,12-08-1978,Male
NASAW00011872,17-07-1978,Female
NASAW00011873,09-10-1972,Male
NASAW00011874,06-03-1978,Male
NASAW00011875,31-01-1966,Male
NASAW00011876,13-05-1966,Female
NASAW00011877,06-04-1966,Female
NASAW00011878,04-02-1971,Female
NASAW00011879,30-09-1971,Male
NASAW00011880,16-02-1965,Female
NASAW00011881,20-01-1965,Male
NASAW00011882,05-09-1975,Male
NASAW00011883,10-02-1965,Female
NASAW00011884,22-04-1970,Female
NASAW00011885,21-09-1970,Male
NASAW00011886,20-07-1963,Female
NASAW00011887,03-10-1963,Male
NASAW00011888,18-12-1969,Male
NASAW00011889,25-11-1963,Male
NASAW00011890,14-05-1964,Female
NASAW00011891,13-09-1969,Female
NASAW00011892,07-04-1975,Male
NASAW00011893,09-08-1974,Male
NASAW00011894,30-04-1980,Female
NASAW00011895,18-01-1975,Male
NASAW00011896,18-05-1975,Male
NASAW00011897,28-05-1974,Male
NASAW00011898,31-12-1975,Female
NASAW00011899,15-03-1976,Female
NASAW00011900,03-03-1981,Male
NASAW00011901,18-08-1973,Female
NASAW00011902,14-09-1972,Male
NASAW00011903,21-10-1985,Female
NASAW00011904,05-05-1986,Female
NASAW00011905,14-12-1974,Male
NASAW00011906,17-08-1972,Female
NASAW00011907,07-03-1973,Female
NASAW00011908,08-01-1972,Male
NASAW00011909,10-08-1971,Female
NASAW00011910,10-12-1971,Female
NASAW00011911,15-05-1972,Female
NASAW00011912,16-06-2066,Female
NASAW00011913,09-12-1970,Female
NASAW00011914,05-05-1979,Female
NASAW00011915,13-09-9999,Male
NASAW00011916,03-09-1976,Male
NASAW00011917,21-04-1971,Male
NASAW00011918,31-08-1969,Female
NASAW00011919,17-08-1969,Male
NASAW00011920,24-02-1975,Female
NASAW00011921,22-06-1970,Male
NASAW00011922,13-02-1985,Male
NASAW00011923,21-04-1985,Female
NASAW00011924,23-04-1985,Male
NASAW00011925,05-05-1984,Female
NASAW00011926,15-09-1983,Male
NASAW00011927,21-01-1984,Female
NASAW00011928,06-03-1984,Female
NASAW00011929,08-08-1962,Female
NASAW00011930,31-10-1952,Female
NASAW00011931,12-05-1984,Male
NASAW00011932,08-02-1984,Female
NASAW00011933,01-09-1982,Male
NASAW00011934,13-04-1983,Male
NASAW00011935,19-05-1983,Female
NASAW00011936,09-10-1982,Male
NASAW00011937,03-12-1982,Male
NASAW00011938,21-03-1983,Male
NASAW00011939,20-12-1982,Male
NASAW00011940,09-01-1983,Male
NASAW00011941,26-05-1982,Male
NASAW00011942,11-12-1954,Male
NASAW00011943,27-08-1954,Female
NASAW00011944,13-04-1956,Female
NASAW00011945,11-03-1986,Male
NASAW00011946,02-07-1956,Female
NASAW00011947,20-04-1957,Female
NASAW00011948,07-10-1956,Female
NASAW00011949,05-05-1986,Female
NASAW00011950,09-03-1985,Female
NASAW00011951,03-02-1958,Female
NASAW00011952,22-03-1960,Male
NASAW00011953,03-03-1981,Female
NASAW00011954,13-02-1981,Male
NASAW00011955,02-10-1980,Male
NASAW00011956,30-08-1985,Female
NASAW00011957,09-02-1979,Female
NASAW00011958,06-07-1978,Male
NASAW00011959,05-10-1978,Female
NASAW00011960,31-12-1978,Female
NASAW00011961,22-12-1978,Female
NASAW00011962,28-05-1982,Female
NASAW00011963,10-12-1960,Male
NASAW00011964,13-02-1967,Male
NASAW00011965,18-04-1962,Female
NASAW00011966,13-02-1967,Male
NASAW00011967,10-08-1962,Female
NASAW00011968,19-04-1964,Female
NASAW00011969,22-01-1964,Male
NASAW00011970,12-11-1984,Female
NASAW00011971,03-03-1979,Female
NASAW00011972,20-09-1979,Female
NASAW00011973,03-08-1979,Female
NASAW00011974,07-08-1979,Male
NASAW00011975,02-04-1980,Female
NASAW00011976,22-05-1970,Female
NASAW00011977,19-11-1964,Female
NASAW00011978,18-10-1977,Male
NASAW00011979,05-11-1962,Male
NASAW00011980,17-06-1963,Female
NASAW00011981,03-08-1962,Female
NASAW00011982,02-10-1962,Female
NASAW00011983,24-02-1968,Female
NASAW00011984,04-12-1962,Male
NASAW00011985,18-05-1963,Female
NASAW00011986,20-01-1969,Male
NASAW00011987,26-05-1973,Female
NASAW00011988,17-02-1968,Female
NASAW00011989,20-03-1984,Female
NASAW00011990,12-01-1968,Female
NASAW00011991,07-02-1968,Male
NASAW00011992,09-06-1972,Female
NASAW00011993,12-09-1977,Female
NASAW00011994,18-10-1977,Female
NASAW00011995,12-12-1965,Male
NASAW00011996,30-01-1966,Female
NASAW00011997,04-04-1971,Female
NASAW00011998,07-02-1966,Female
NASAW00011999,03-12-1965,Male
NASAW00012000,09-09-1970,Female
NASAW00012001,30-12-1981,Female
NASAW00012002,05-08-1969,Female
NASAW00012003,04-09-1979,Female
NASAW00012004,16-12-1974,Male
NASAW00012005,13-07-1973,Male
NASAW00012006,12-03-1973,Male
NASAW00012007,23-01-1967,Female
NASAW00012008,19-02-1967,Female
NASAW00012009,31-01-1963,Female
NASAW00012010,26-08-1962,Male
NASAW00012011,16-08-1940,Female
NASAW00012012,19-10-1971,Female
NASAW00012013,04-09-1958,Female
NASAW00012014,09-08-1954,Male
NASAW00012015,06-01-1982,Male
NASAW00012016,11-06-1981,Female
NASAW00012017,26-04-1982,Male
NASAW00012018,30-01-1986,Male
NASAW00012019,13-05-1986,Female
NASAW00012020,13-03-1985,Female
NASAW00012021,13-08-1951,Female
NASAW00012022,22-05-1986,Male
NASAW00012023,05-01-1984,Male
NASAW00012024,24-12-1983,Male
NASAW00012025,16-12-1983,Male
NASAW00012026,14-01-1984,Male
NASAW00012027,24-04-1984,Female
NASAW00012028,11-05-1983,Female
NASAW00012029,15-04-1983,Male
NASAW00012030,05-08-1982,Female
NASAW00012031,17-04-1985,Male
NASAW00012032,22-11-1984,Male
NASAW00012033,29-10-1984,Female
NASAW00012034,11-09-1946,Male
NASAW00012035,20-12-1946,Male
NASAW00012036,06-08-1946,Female
NASAW00012037,13-03-1949,Female
NASAW00012038,06-02-1949,Male
NASAW00012039,12-08-1948,Male
NASAW00012040,15-02-1982,Male
NASAW00012041,03-06-1986,Male
NASAW00012042,26-03-1981,Male
NASAW00012043,20-03-1980,Male
NASAW00012044,24-11-1979,Female
NASAW00012045,23-12-1979,Male
NASAW00012046,15-01-1980,Female
NASAW00012047,22-09-1979,Female
NASAW00012048,16-05-1983,Female
NASAW00012049,09-10-1973,Female
NASAW00012050,10-09-1978,Male
NASAW00012051,19-03-1984,Male
NASAW00012052,23-11-1972,Female
NASAW00012053,11-11-1972,Male
NASAW00012054,02-12-1973,Male
NASAW00012055,20-05-1974,Female
NASAW00012056,13-12-1947,Male
NASAW00012057,11-09-1948,Female
NASAW00012058,30-12-1948,Female
NASAW00012059,29-11-1948,Male
NASAW00012060,13-10-1948,Male
NASAW00012061,05-11-1948,Male
NASAW00012062,02-12-1949,Male
NASAW00012063,08-03-1950,Male
NASAW00012064,06-10-1955,Male
NASAW00012065,31-12-1949,Male
NASAW00012066,09-02-1950,Male
NASAW00012067,14-05-1950,Male
NASAW00012068,19-11-1949,Female
NASAW00012069,01-05-1950,Male
NASAW00012070,03-03-1950,Male
NASAW00012071,30-09-1949,Male
NASAW00012072,21-02-1950,Male
NASAW00012073,20-02-1950,Male
NASAW00012074,22-04-1961,Female
NASAW00012075,24-12-1949,Male
NASAW00012076,22-02-1955,Female
NASAW00012077,17-03-1956,Female
NASAW00012078,18-08-1950,Male
NASAW00012079,09-10-1956,Male
NASAW00012080,07-12-1951,Female
NASAW00012081,01-06-1957,Female
NASAW00012082,10-04-1952,Female
NASAW00012083,28-08-1951,Female
NASAW00012084,03-02-1953,Male
NASAW00012085,23-06-1953,Male
NASAW00012086,09-02-1953,Female
NASAW00012087,10-07-1958,Male
NASAW00012088,18-01-1953,Female
NASAW00012089,20-10-1958,Male
NASAW00012090,02-01-1954,Female
NASAW00012091,09-11-1959,Male
NASAW00012092,08-08-1953,Male
NASAW00012093,08-05-1954,Male
NASAW00012094,19-03-1954,Female
NASAW00012095,24-08-1953,Male
NASAW00012096,26-08-1953,Female
NASAW00012097,13-05-1955,Male
NASAW00012098,24-04-1955,Female
NASAW00012099,18-05-1955,Female
NASAW00012100,22-10-1954,Male
NASAW00012101,22-10-1954,Male
NASAW00012102,02-12-1954,Male
NASAW00012103,08-10-1960,Female
NASAW00012104,08-01-1960,Female
NASAW00012105,13-11-1954,Female
NASAW00012106,06-12-1955,Male
NASAW00012107,11-08-1961,Male
NASAW00012108,19-02-1961,Male
NASAW00012109,17-09-1955,Female
NASAW00012110,03-08-1955,Female
NASAW00012111,01-02-1956,Female
NASAW00012112,07-12-1955,Female
NASAW00012113,16-02-1968,Male
NASAW00012114,06-05-1957,Male
NASAW00012115,07-08-1956,Female
NASAW00012116,21-08-1956,Female
NASAW00012117,30-01-1957,Male
NASAW00012118,23-07-1967,Female
NASAW00012119,28-11-1956,Male
NASAW00012120,08-01-1958,Male
NASAW00012121,25-03-1958,Male
NASAW00012122,17-06-1958,Female
NASAW00012123,12-12-2065,Male
NASAW00012124,08-08-1962,Female
NASAW00012125,12-07-1962,Female
NASAW00012126,18-05-1963,Female
NASAW00012127,13-06-1962,Female
NASAW00012128,13-12-1967,Female
NASAW00012129,21-03-1962,Female
NASAW00012130,09-02-1962,Female
NASAW00012131,15-04-1961,Male
NASAW00012132,18-05-1961,Female
NASAW00012133,24-06-1961,Female
NASAW00012134,19-09-1966,Male
NASAW00012135,09-10-1962,Male
NASAW00012136,08-05-1938,Male
NASAW00012137,04-05-1938,Male
NASAW00012138,26-05-1939,Male
NASAW00012139,11-03-1944,Male
NASAW00012140,08-09-1970,Male
NASAW00012141,16-09-1976,Female
NASAW00012142,02-07-1981,Female
NASAW00012143,13-05-1971,Male
NASAW00012144,10-05-1971,Female
NASAW00012145,30-09-1976, 
NASAW00012146,11-01-1971,Male
NASAW00012147,27-06-1970,F
NASAW00012148,05-06-1970,F
NASAW00012149,21-06-1975,Female
NASAW00012150,09-08-1975,Male
NASAW00012151,09-11-1969,Male
NASAW00012152,23-03-1975,Male
NASAW00012153,15-03-1962,Female
NASAW00012154,21-07-1967,Female
NASAW00012155,12-10-1967,Female
NASAW00012156,12-07-1939,Female
NASAW00012157,21-03-1940,Male
NASAW00012158,18-10-1979,Male
NASAW00012159,10-11-1974,Female
NASAW00012160,23-05-1969,Female
NASAW00012161,04-03-1974,Female
NASAW00012162,16-12-1974,Male
NASAW00012163,04-03-1969,Male
NASAW00012164,09-04-1974,Male
NASAW00012165,10-12-1967,Male
NASAW00012166,06-03-1984,Male
NASAW00012167,20-03-1968,Male
NASAW00012168,09-08-1966,Male
NASAW00012169,12-11-1972,Female
NASAW00012170,04-01-1972,Female
NASAW00012171,31-01-1972,Female
NASAW00012172,01-03-1972,Male
NASAW00012173,12-03-1967,Male
NASAW00012174,04-11-1966,Male
NASAW00012175,09-09-1966,Male
NASAW00012176,12-11-1966,Male
NASAW00012177,23-09-1960,Male
NASAW00012178,08-11-1959,Male
NASAW00012179,08-04-1941,Female
NASAW00012180,17-03-1942,Female
NASAW00012181,18-02-1942,Female
NASAW00012182,06-06-1966,Female
NASAW00012183,25-04-1966,Female
NASAW00012184,07-06-1966,Male
NASAW00012185,24-01-1966,Female
NASAW00012186,09-05-1971,Male
NASAW00012187,19-01-1966,Male
NASAW00012188,20-11-9999,Female
NASAW00012189,15-02-1971,Female
NASAW00012190,16-06-1966,Male
NASAW00012191,06-04-1965,Female
NASAW00012192,25-05-1960,Female
NASAW00012193,04-08-1959,Male
NASAW00012194,14-01-1959,Female
NASAW00012195,20-05-1970,Female
NASAW00012196,07-03-1959,Female
NASAW00012197,15-07-1958,Male
NASAW00012198,14-08-1958,Male
NASAW00012199,05-11-1957,Female
NASAW00012200,20-01-1943,Male
NASAW00012201,03-02-1944,Female
NASAW00012202,22-11-1943,Male
NASAW00012203,03-09-1943,Male
NASAW00012204,02-08-1943,Male
NASAW00012205,31-03-1944,Female
NASAW00012206,09-10-1944,Female
NASAW00012207,18-12-1945,Male
NASAW00012208,18-08-1945,Female
NASAW00012209,24-12-1945,Female
NASAW00012210,24-03-1984,Male
NASAW00012211,23-02-1985,Male
NASAW00012212,16-11-1974,Female
NASAW00012213,29-01-1974,Male
NASAW00012214,19-03-1968,Female
NASAW00012215,12-06-1968,Female
NASAW00012216,30-09-1967,Male
NASAW00012217,31-12-1966,Male
NASAW00012218,26-05-1967,Male
NASAW00012219,08-10-1977,Male
NASAW00012220,16-07-1966,Female
NASAW00012221,09-07-1966,Female
NASAW00012222,17-09-1966,Female
NASAW00012223,19-08-1966,Female
NASAW00012224,17-03-1941,Male
NASAW00012225,01-05-1964,Female
NASAW00012226,06-04-1968,Female
NASAW00012227,08-02-1963,Female
NASAW00012228,23-02-1963,Female
NASAW00012229,17-05-1962,Female
NASAW00012230,11-08-1961,Male
NASAW00012231,15-09-1960,Female
NASAW00012232,11-10-1960,Male
NASAW00012233,05-11-1960,Male
NASAW00012234,25-08-1959,Male
NASAW00012235,22-05-1949,Female
NASAW00012236,04-12-1946,Female
NASAW00012237,07-05-1952,Female
NASAW00012238,24-07-1952,Female
NASAW00012239,29-11-1947,Male
NASAW00012240,03-06-1986,Male
NASAW00012241,05-05-1985,Female
NASAW00012242,03-08-1984,Male
NASAW00012243,15-11-1985,Female
NASAW00012244,22-05-1986,Female
NASAW00012245,25-05-1984,Male
NASAW00012246,10-04-1985,Male
NASAW00012247,16-04-1985,Female
NASAW00012248,11-09-9999,Male
NASAW00012249,15-03-1984,Male
NASAW00012250,06-10-1982,Female
NASAW00012251,07-10-1982,Male
NASAW00012252,31-03-1983,Male
NASAW00012253,14-08-1982,Female
NASAW00012254,25-08-1948,Male
NASAW00012255,30-01-1978,Female
NASAW00012256,19-10-1972,Female
NASAW00012257,04-10-1966,Male
NASAW00012258,27-03-1967,Female
NASAW00012259,12-04-1972,Female
NASAW00012260,01-05-1972,Female
NASAW00012261,25-04-1966,Female
NASAW00012262,19-11-1965,Female
NASAW00012263,12-09-1965,Male
NASAW00012264,16-08-1976,Male
NASAW00012265,30-12-1964,Male
NASAW00012266,13-03-1970,Female
NASAW00012267,07-11-1963,Male
NASAW00012268,30-10-1963,Male
NASAW00012269,10-06-1971,Male
NASAW00012270,09-03-1966,Female
NASAW00012271,15-03-1965,Male
NASAW00012272,08-06-1965,Male
NASAW00012273,12-04-1964,Male
NASAW00012274,25-03-1976,Male
NASAW00012275,07-06-1981,Female
NASAW00012276,10-01-1976,Female
NASAW00012277,20-10-1974,Female
NASAW00012278,06-07-1974,Female
NASAW00012279,19-12-1975,Male
NASAW00012280,04-06-1981,Female
NASAW00012281,19-04-1981,Female
NASAW00012282,03-01-1981,Male
NASAW00012283,06-08-1980,Male
NASAW00012284,28-09-1980,Female
NASAW00012285,28-05-1975,Female
NASAW00012286,06-03-1975,Male
NASAW00012287,30-06-1957,Male
NASAW00012288,17-09-1984,Female
NASAW00012289,16-09-1984,Male
NASAW00012290,23-10-1973,Female
NASAW00012291,17-10-1949,Male
NASAW00012292,21-03-1955,Male
NASAW00012293,14-11-1949,Female
NASAW00012294,31-05-1950,Male
NASAW00012295,17-03-1956,Male
NASAW00012296,11-08-1961,Male
NASAW00012297,08-07-1950,Female
NASAW00012298,18-11-1950,Female
NASAW00012299,08-12-1950,Male
NASAW00012300,15-01-1952,Female
NASAW00012301,03-06-1952,Female
NASAW00012302,30-08-1951,Male
NASAW00012303,14-10-1951,Female
NASAW00012304,01-06-1957,Male
NASAW00012305,03-01-1960,Male
NASAW00012306,04-12-1958,Male
NASAW00012307,12-05-1960,Male
NASAW00012308,19-10-1970,Female
NASAW00012309,03-04-1960,Male
NASAW00012310,08-01-1960,Female
NASAW00012311,15-06-1965,Male
NASAW00012312,06-05-1970,Male
NASAW00012313,03-12-1958,Male
NASAW00012314,20-03-1959,Female
NASAW00012315,19-03-1959,Female
NASAW00012316,21-11-1964,Male
NASAW00012317,24-03-1959,Male
NASAW00012318,31-10-1958,Female
NASAW00012319,08-01-1958,Female
NASAW00012320,14-06-1963,Female
NASAW00012321,14-08-1956,Female
NASAW00012322,29-01-1957,Female
NASAW00012323,11-01-1962,Male
NASAW00012324,26-08-1956,Male
NASAW00012325,14-09-1956,Female
NASAW00012326,02-08-1956,Male
NASAW00012327,14-01-1961,Male
NASAW00012328,15-09-1955,Male
NASAW00012329,21-04-1956,Female
NASAW00012330,19-12-1954,Male
NASAW00012331,14-01-1954,Female
NASAW00012332,07-02-1954,Male
NASAW00012333,18-05-1954,Male
NASAW00012334,17-08-1959,Male
NASAW00012335,19-02-1959,Male
NASAW00012336,05-01-1953,Male
NASAW00012337,07-04-1981,Male
NASAW00012338,05-01-1982,Female
NASAW00012339,05-01-1982,Male
NASAW00012340,05-05-1982,Female
NASAW00012341,09-03-1982,Female
NASAW00012342,05-09-1980,Female
NASAW00012343,02-12-1979,Female
NASAW00012344,29-11-1980,Female
NASAW00012345,24-12-1980,Female
NASAW00012346,18-11-1980,Male
NASAW00012347,20-08-1980,Female
NASAW00012348,24-08-1979,Male
NASAW00012349,23-01-1980,Female
NASAW00012350,22-02-1984,Male
NASAW00012351,28-09-1984,Female
NASAW00012352,02-09-1978,Male
NASAW00012353,16-10-1984,Male
NASAW00012354,03-08-1984,Male
NASAW00012355,19-03-1984,Female
NASAW00012356,18-02-1977,Female
NASAW00012357,03-04-1982,Female
NASAW00012358,26-08-1975,Female
NASAW00012359,19-08-1975,Female
NASAW00012360,22-01-1977,Male
NASAW00012361,28-03-1982,Female
NASAW00012362,02-07-1952,Male
NASAW00012363,24-06-1947,Female
NASAW00012364,27-04-1947,Female
NASAW00012365,08-02-1953,Male
NASAW00012366,07-01-1948,Female
NASAW00012367,19-02-1979,Female
NASAW00012368,20-12-1978,Male
NASAW00012369,04-04-1969,Male
NASAW00012370,24-12-1968,Male
NASAW00012371,13-08-1968,Female
NASAW00012372,17-03-1969,Male
NASAW00012373,02-08-1985,Male
NASAW00012374,25-09-1985,Female
NASAW00012375,23-08-1985,Male
NASAW00012376,29-09-1985,Female
NASAW00012377,11-09-1985,Male
NASAW00012378,16-02-1985,Female
NASAW00012379,16-02-1984,Female
NASAW00012380,04-09-1979,Male
NASAW00012381,13-02-1985,Male
NASAW00012382,08-11-1983,Female
NASAW00012383,18-10-1978,Male
NASAW00012384,31-03-1979,Female
NASAW00012385,24-09-1978,Female
NASAW00012386,06-10-1977,Female
NASAW00012387,24-12-1983,Female
NASAW00012388,16-01-1978,Female
NASAW00012389,03-01-1978,Male
NASAW00012390,14-09-1983,Female
NASAW00012391,20-02-1983,Female
NASAW00012392,22-01-1977,Female
NASAW00012393,12-01-1977,Female
NASAW00012394,09-03-1982,Female
NASAW00012395,21-04-1982,Male
NASAW00012396,11-10-1976,Female
NASAW00012397,11-09-1975,Male
NASAW00012398,08-01-1977,Female
NASAW00012399,11-03-1977,Male
NASAW00012400,11-05-1977,Male
NASAW00012401,05-05-1982,Female
NASAW00012402,11-09-1976,Male
NASAW00012403,15-12-1976,Male
NASAW00012404,06-08-1982,Female
NASAW00012405,18-03-1976,Male
